,fundo,data_pagamento,cotacao,dy,rendimento
2689,KNHY11,2024-01-12,94.1,"1,12%",1.05
2690,KNHY11,2023-12-13,92.43,"1,14%",1.05
2691,KNHY11,2023-11-14,92.43,"1,08%",1.0
2692,KNHY11,2023-10-13,93.7,"0,96%",0.9
2693,KNHY11,2023-09-14,93.07,"0,97%",0.9
2694,KNHY11,2023-08-11,90.51,"0,94%",0.85
2695,KNHY11,2023-07-13,90.51,"1,16%",1.05
2696,KNHY11,2023-06-14,91.88,"1,36%",1.25
2697,KNHY11,2023-05-12,90.17,"1,33%",1.2
2698,KNHY11,2023-04-14,89.8,"1,45%",1.3
2699,KNHY11,2023-03-13,89.03,"1,21%",1.08
2700,KNHY11,2023-02-13,86.94,"1,52%",1.32
2701,KNHY11,2023-01-12,89.07,"1,07%",0.95
2702,KNHY11,2022-12-13,87.87,"1,02%",0.9
2703,KNHY11,2022-11-14,88.81,"0,53%",0.47
2704,KNHY11,2022-10-14,88.41,"0,42%",0.37
2705,KNHY11,2022-09-14,89.26,"0,85%",0.76
2706,KNHY11,2022-08-11,89.44,"1,30%",1.16
2707,KNHY11,2022-07-13,94.71,"1,35%",1.28
2708,KNHY11,2022-06-13,95.43,"1,83%",1.75
2709,KNHY11,2022-05-12,93.99,"1,65%",1.55
2710,KNHY11,2022-04-13,94.6,"1,28%",1.21
2711,KNHY11,2022-03-14,94.87,"1,16%",1.1
2712,KNHY11,2022-02-11,96.89,"1,34%",1.3
2713,KNHY11,2022-01-13,99.73,"1,50%",1.5
2714,KNHY11,2021-12-13,96.37,"1,57%",1.51
2715,KNHY11,2021-11-12,95.15,"1,42%",1.35
2716,KNHY11,2021-10-14,97.93,"1,09%",1.07
2717,KNHY11,2021-09-14,98.32,"1,33%",1.31
2718,KNHY11,2021-08-12,98.81,"1,21%",1.2
2719,KNHY11,2021-07-13,101.63,"1,08%",1.1
2720,KNHY11,2021-06-14,102.25,"1,07%",1.09
2721,KNHY11,2021-05-13,104.27,"1,15%",1.2
2722,KNHY11,2021-04-14,104.49,"1,07%",1.12
2723,KNHY11,2021-03-11,106.54,"1,21%",1.29
2724,KNHY11,2021-02-11,102.65,"1,38%",1.42
2725,KNHY11,2021-01-14,104.74,"1,17%",1.23
2726,KNHY11,2020-12-11,102.63,"1,01%",1.04
2727,KNHY11,2020-11-13,99.73,"0,83%",0.83
2728,KNHY11,2020-10-14,100.19,"0,64%",0.64
2729,KNHY11,2020-09-14,99.18,"0,66%",0.65
2730,KNHY11,2020-08-13,99.27,"0,45%",0.45
2731,KNHY11,2020-07-13,100.19,"0,32%",0.32
2732,KNHY11,2020-06-12,97.23,"0,31%",0.3
2733,KNHY11,2020-05-14,98.36,"0,51%",0.5
2734,KNHY11,2020-04-14,97.92,"0,71%",0.7
2755,CACR11,2025-03-12,90.5,"1,45%",1.31
2756,CACR11,2025-02-10,86.88,"1,50%",1.3
2757,CACR11,2025-01-09,84.05,"1,59%",1.34
2758,CACR11,2024-12-09,91.41,"1,44%",1.32
2759,CACR11,2024-11-08,95.06,"1,39%",1.32
2760,CACR11,2024-10-08,99.11,"1,33%",1.32
2761,CACR11,2024-09-09,98.26,"1,33%",1.31
2762,CACR11,2024-08-08,95.6,"1,36%",1.3
2763,CACR11,2024-07-08,93.87,"1,56%",1.46
2764,CACR11,2024-06-10,93.21,"1,51%",1.41
2765,CACR11,2024-05-09,94.36,"1,47%",1.39
2766,CACR11,2024-04-08,92.3,"1,48%",1.37
2767,CACR11,2024-03-08,91.56,"1,47%",1.35
2768,CACR11,2024-02-08,92.45,"1,46%",1.35
2769,CACR11,2024-01-09,91.32,"1,62%",1.48
2770,CACR11,2023-12-08,90.9,"1,56%",1.42
2771,CACR11,2023-11-09,93.37,"1,50%",1.4
2772,CACR11,2023-10-09,94.18,"1,51%",1.42
2773,CACR11,2023-09-11,94.12,"1,52%",1.43
2774,CACR11,2023-08-08,95.76,"1,48%",1.42
2775,CACR11,2023-07-10,93.54,"1,72%",1.61
2776,CACR11,2023-06-09,94.86,"1,60%",1.52
2777,CACR11,2023-05-09,93.27,"1,62%",1.51
2778,CACR11,2023-04-11,93.54,"1,54%",1.44
2779,CACR11,2023-03-08,94.18,"1,51%",1.42
2780,CACR11,2023-02-08,93.91,"1,49%",1.4
2781,CACR11,2023-01-09,91.95,"1,60%",1.47
2782,CACR11,2022-12-08,90.18,"1,57%",1.42
2783,CACR11,2022-11-09,89.91,"1,60%",1.44
2784,CACR11,2022-10-10,89.87,"1,74%",1.56
2785,CACR11,2022-09-09,89.72,"1,72%",1.54
2786,CACR11,2022-08-08,86.63,"1,75%",1.52
2787,CACR11,2022-07-08,92.66,"1,49%",1.38
2788,CACR11,2022-06-08,94.94,"1,49%",1.41
2789,CACR11,2022-05-13,95.67,"1,57%",1.5
2790,CACR11,2022-04-08,97.4,"1,48%",1.44
2791,CACR11,2022-03-15,96.69,"1,55%",1.5
2792,CACR11,2022-02-08,95.32,"1,57%",1.5
2793,CACR11,2022-01-10,98.59,"1,61%",1.59
2794,CACR11,2021-12-08,91.61,"1,65%",1.51
2795,CACR11,2021-11-09,104.2,"1,25%",1.3
2796,CACR11,2021-10-08,104.4,"1,13%",1.18
2797,CACR11,2021-09-09,106.11,"1,02%",1.08
2798,CACR11,2021-08-09,107.95,"1,02%",1.1
2799,CACR11,2021-07-08,110.98,"1,40%",1.55
2800,CACR11,2021-06-09,112.0,"0,96%",1.08
2801,CACR11,2021-05-10,115.5,"0,93%",1.07
2802,CACR11,2021-04-09,116.95,"0,91%",1.07
2803,CACR11,2021-03-08,113.0,"0,91%",1.03
2804,CACR11,2021-02-08,115.0,"0,83%",0.96
2805,CACR11,2021-01-11,110.0,"0,85%",0.93
2806,CACR11,2020-12-08,106.9,"0,82%",0.88
2807,CACR11,2020-11-10,106.5,"0,83%",0.88
2808,CACR11,2020-10-08,106.5,"0,82%",0.87
2809,CACR11,2020-09-09,105.0,"0,76%",0.8
2813,TRBL11,2025-03-18,61.38,"1,01%",0.62
2814,TRBL11,2025-02-14,61.03,"1,02%",0.62
2815,TRBL11,2025-01-15,67.45,"0,92%",0.62
2816,TRBL11,2024-12-13,70.16,"0,88%",0.62
2817,TRBL11,2024-11-14,70.99,"0,87%",0.62
2818,TRBL11,2024-10-14,92.63,"0,92%",0.85
2819,TRBL11,2024-09-13,95.44,"0,89%",0.85
2820,TRBL11,2024-08-14,96.91,"0,88%",0.85
2821,TRBL11,2024-07-12,96.67,"0,88%",0.85
2822,TRBL11,2024-06-14,98.27,"0,86%",0.85
2823,TRBL11,2024-05-15,97.59,"0,87%",0.85
2824,TRBL11,2024-04-12,96.86,"0,88%",0.85
2825,TRBL11,2024-03-14,96.84,"0,88%",0.85
2826,TRBL11,2024-02-15,96.58,"0,88%",0.85
2827,TRBL11,2024-01-15,94.49,"0,76%",0.72
2828,TRBL11,2023-12-14,94.02,"0,77%",0.72
2829,TRBL11,2023-11-16,95.36,"0,76%",0.72
2830,TRBL11,2023-10-16,95.84,"0,75%",0.72
2831,TRBL11,2023-09-15,97.88,"0,74%",0.72
2832,TRBL11,2023-08-14,95.73,"0,78%",0.75
2833,TRBL11,2023-07-14,97.0,"0,86%",0.83
2834,TRBL11,2023-06-15,95.4,"0,87%",0.83
2835,TRBL11,2023-05-15,93.99,"0,88%",0.83
2836,TRBL11,2023-04-17,89.0,"0,93%",0.83
2837,TRBL11,2023-03-14,89.92,"0,92%",0.83
2838,TRBL11,2023-02-14,92.43,"0,90%",0.83
2839,TRBL11,2023-01-13,95.19,"0,86%",0.82
2840,TRBL11,2022-12-14,92.95,"0,88%",0.82
2841,TRBL11,2022-11-16,96.65,"0,82%",0.79
2842,TRBL11,2022-10-17,98.0,"0,81%",0.79
2843,TRBL11,2022-09-15,98.0,"0,78%",0.76
2844,TRBL11,2022-08-15,88.55,"0,86%",0.76
2845,TRBL11,2022-07-15,87.82,"0,87%",0.76
2846,TRBL11,2022-06-15,91.62,"0,83%",0.76
2847,TRBL11,2022-05-13,90.99,"0,84%",0.76
2848,TRBL11,2022-04-14,91.91,"0,83%",0.76
2849,TRBL11,2022-03-15,90.0,"0,84%",0.76
2850,TRBL11,2022-02-15,85.93,"0,88%",0.76
2851,TRBL11,2022-01-14,91.11,"0,83%",0.76
2852,TRBL11,2021-12-15,85.4,"0,89%",0.76
2853,TRBL11,2021-11-12,84.94,"0,89%",0.76
2854,TRBL11,2021-10-15,89.52,"0,80%",0.72
2855,TRBL11,2021-09-15,89.09,"0,70%",0.62
2856,TRBL11,2021-08-13,93.7,"0,66%",0.62
2857,TRBL11,2021-07-15,91.85,"0,60%",0.55
2858,TRBL11,2021-06-15,94.5,"0,63%",0.6
2859,TRBL11,2021-05-14,99.0,"0,61%",0.6
2860,TRBL11,2021-04-15,99.9,"0,60%",0.6
2861,TRBL11,2021-03-15,103.3,"0,58%",0.6
2862,TRBL11,2021-02-12,104.2,"0,58%",0.6
2863,TRBL11,2021-01-15,103.58,"0,58%",0.6
2864,TRBL11,2020-12-15,99.98,"0,60%",0.6
2865,TRBL11,2020-11-13,100.88,"0,58%",0.59
2866,TRBL11,2020-10-15,101.05,"0,54%",0.55
2867,TRBL11,2020-09-15,102.4,"0,54%",0.55
2868,TRBL11,2020-08-14,104.95,"0,48%",0.5
2869,TRBL11,2020-07-15,109.03,"0,40%",0.44
2870,TRBL11,2020-06-15,95.0,"0,46%",0.44
2871,TRBL11,2020-05-15,95.47,"0,48%",0.46
2872,TRBL11,2020-04-15,99.9,"0,46%",0.46
2919,JSRE11,2025-03-18,56.2,"0,85%",0.48
2920,JSRE11,2025-02-14,52.81,"0,91%",0.48
2921,JSRE11,2025-01-15,55.57,"0,86%",0.48
2922,JSRE11,2024-12-13,55.85,"0,86%",0.48
2923,JSRE11,2024-11-14,59.54,"0,81%",0.48
2924,JSRE11,2024-10-14,59.7,"0,80%",0.48
2925,JSRE11,2024-09-13,60.51,"0,79%",0.48
2926,JSRE11,2024-08-14,61.56,"0,78%",0.48
2927,JSRE11,2024-07-12,62.08,"0,77%",0.48
2928,JSRE11,2024-06-14,64.76,"0,74%",0.48
2929,JSRE11,2024-05-15,64.84,"0,74%",0.48
2930,JSRE11,2024-04-12,68.54,"0,70%",0.48
2931,JSRE11,2024-03-14,70.16,"0,66%",0.46
2932,JSRE11,2024-02-16,70.67,"0,65%",0.46
2933,JSRE11,2024-01-15,69.86,"0,66%",0.46
2934,JSRE11,2023-12-14,68.43,"0,67%",0.46
2935,JSRE11,2023-11-16,64.69,"0,71%",0.46
2936,JSRE11,2023-10-16,70.69,"0,65%",0.46
2937,JSRE11,2023-09-15,71.99,"0,64%",0.46
2938,JSRE11,2023-08-14,74.5,"0,62%",0.46
2939,JSRE11,2023-07-14,74.17,"0,62%",0.46
2940,JSRE11,2023-06-15,69.53,"0,66%",0.46
2941,JSRE11,2023-05-15,62.65,"0,73%",0.46
2942,JSRE11,2023-04-17,57.25,"0,80%",0.46
2943,JSRE11,2023-03-14,62.79,"0,73%",0.46
2944,JSRE11,2023-02-14,59.9,"0,82%",0.49
2945,JSRE11,2023-01-13,67.92,"0,72%",0.49
2946,JSRE11,2022-12-14,67.39,"0,73%",0.49
2947,JSRE11,2022-11-16,80.17,"0,61%",0.49
2948,JSRE11,2022-10-17,81.64,"0,60%",0.49
2949,JSRE11,2022-09-15,81.26,"0,60%",0.49
2950,JSRE11,2022-08-12,71.03,"0,69%",0.49
2951,JSRE11,2022-07-14,70.56,"0,69%",0.49
2952,JSRE11,2022-06-22,72.41,"0,68%",0.49
2953,JSRE11,2022-05-20,72.09,"0,68%",0.49
2954,JSRE11,2022-04-25,68.02,"0,72%",0.49
2955,JSRE11,2022-03-22,71.77,"0,74%",0.53
2956,JSRE11,2022-02-21,74.73,"0,71%",0.53
2957,JSRE11,2022-01-21,77.05,"0,69%",0.53
2958,JSRE11,2021-12-21,65.07,"0,81%",0.53
2959,JSRE11,2021-11-23,68.37,"0,78%",0.53
2960,JSRE11,2021-10-22,74.73,"0,71%",0.53
2961,JSRE11,2021-09-22,75.58,"0,70%",0.53
2962,JSRE11,2021-08-20,83.35,"0,64%",0.53
2963,JSRE11,2021-07-21,83.29,"0,64%",0.53
2964,JSRE11,2021-06-22,85.12,"0,62%",0.53
2965,JSRE11,2021-05-21,88.59,"0,60%",0.53
2966,JSRE11,2021-04-23,87.98,"0,60%",0.53
2967,JSRE11,2021-03-19,91.12,"0,58%",0.53
2968,JSRE11,2021-02-23,93.05,"0,57%",0.53
2969,JSRE11,2021-01-22,92.59,"0,60%",0.56
2970,JSRE11,2020-12-21,89.54,"0,59%",0.53
2971,JSRE11,2020-11-23,90.72,"0,58%",0.53
2972,JSRE11,2020-10-22,92.69,"0,57%",0.53
2973,JSRE11,2020-09-22,92.13,"0,56%",0.52
2974,JSRE11,2020-08-21,92.33,"0,54%",0.5
2975,JSRE11,2020-07-21,94.13,"0,49%",0.46
2976,JSRE11,2020-06-22,91.19,"0,50%",0.46
2977,JSRE11,2020-05-22,94.33,"0,40%",0.38
2978,JSRE11,2020-04-23,86.53,"0,43%",0.37
3024,VGIR11,2025-03-21,9.38,"1,17%",0.11
3025,VGIR11,2025-02-19,9.03,"1,22%",0.11
3026,VGIR11,2025-01-20,9.14,"1,20%",0.11
3027,VGIR11,2024-12-18,8.48,"1,30%",0.11
3028,VGIR11,2024-11-21,9.18,"1,20%",0.11
3029,VGIR11,2024-10-17,9.29,"1,08%",0.1
3030,VGIR11,2024-09-18,9.32,"1,07%",0.1
3031,VGIR11,2024-08-19,9.09,"1,10%",0.1
3032,VGIR11,2024-07-17,9.13,"1,10%",0.1
3033,VGIR11,2024-06-19,8.88,"1,24%",0.11
3034,VGIR11,2024-05-20,8.8,"1,25%",0.11
3035,VGIR11,2024-04-17,8.97,"1,11%",0.1
3036,VGIR11,2024-03-19,8.83,"1,25%",0.11
3037,VGIR11,2024-02-21,8.81,"1,25%",0.11
3038,VGIR11,2024-01-18,8.92,"1,23%",0.11
3039,VGIR11,2023-12-19,8.84,"1,24%",0.11
3040,VGIR11,2023-11-21,8.85,"1,36%",0.12
3041,VGIR11,2023-10-19,9.0,"1,33%",0.12
3042,VGIR11,2023-09-20,8.77,"1,48%",0.13
3043,VGIR11,2023-08-17,8.86,"1,35%",0.12
3044,VGIR11,2023-07-19,8.76,"1,48%",0.13
3045,VGIR11,2023-06-20,8.42,"1,43%",0.12
3046,VGIR11,2023-05-18,8.57,"1,40%",0.12
3047,VGIR11,2023-04-20,8.55,"1,40%",0.12
3048,VGIR11,2023-03-17,8.82,"1,36%",0.12
3049,VGIR11,2023-02-17,8.77,"1,48%",0.13
3050,VGIR11,2023-01-18,8.85,"1,24%",0.11
3051,VGIR11,2022-12-19,9.06,"1,43%",0.13
3052,VGIR11,2022-11-21,9.0,"1,44%",0.13
3053,VGIR11,2022-10-20,8.99,"1,45%",0.13
3054,VGIR11,2022-09-20,9.04,"1,44%",0.13
3055,VGIR11,2022-08-17,9.17,"1,42%",0.13
3056,VGIR11,2022-07-19,9.02,"1,32%",0.12
3057,VGIR11,2022-06-20,8.95,"1,45%",0.13
3058,VGIR11,2022-05-18,9.04,"1,33%",0.12
3059,VGIR11,2022-04-20,9.18,"1,31%",0.12
3060,VGIR11,2022-03-18,9.12,"1,32%",0.12
3061,VGIR11,2022-02-14,9.2,"1,20%",0.11
3062,VGIR11,2022-01-19,9.04,"1,02%",0.09
3063,VGIR11,2021-12-17,8.73,"0,92%",0.08
3064,VGIR11,2021-11-19,8.86,"0,77%",0.07
3065,VGIR11,2021-10-20,8.75,"0,74%",0.07
3066,VGIR11,2021-09-20,8.51,"0,76%",0.07
3067,VGIR11,2021-08-13,8.5,"0,76%",0.07
3068,VGIR11,2021-07-20,8.31,"0,78%",0.07
3069,VGIR11,2021-06-18,8.24,"0,61%",0.05
3070,VGIR11,2021-05-19,8.33,"0,60%",0.05
3071,VGIR11,2021-04-20,8.5,"0,59%",0.05
3072,VGIR11,2021-03-17,8.13,"0,55%",0.05
3073,VGIR11,2021-02-19,7.96,"0,57%",0.05
3074,VGIR11,2021-01-20,7.78,"0,64%",0.05
3075,VGIR11,2020-12-17,7.7,"0,51%",0.04
3076,VGIR11,2020-11-19,7.81,"0,52%",0.04
3077,VGIR11,2020-10-20,7.92,"0,57%",0.05
3078,VGIR11,2020-09-18,7.61,"0,54%",0.04
3079,VGIR11,2020-08-19,7.51,"0,60%",0.05
3080,VGIR11,2020-07-17,7.7,"0,63%",0.05
3081,VGIR11,2020-06-18,8.5,"0,55%",0.05
3082,VGIR11,2020-05-20,7.73,"0,65%",0.05
3083,VGIR11,2020-04-20,7.45,"0,71%",0.05
3103,ALZR11,2025-03-25,101.47,"0,79%",0.81
3104,ALZR11,2025-02-25,97.48,"0,83%",0.81
3105,ALZR11,2025-01-24,97.18,"0,83%",0.81
3106,ALZR11,2024-12-23,94.67,"0,85%",0.81
3107,ALZR11,2024-11-25,97.33,"0,80%",0.78
3108,ALZR11,2024-10-25,100.72,"0,73%",0.73
3109,ALZR11,2024-09-25,102.81,"0,73%",0.75
3110,ALZR11,2024-08-23,103.07,"0,73%",0.76
3111,ALZR11,2024-07-25,103.55,"0,69%",0.71
3112,ALZR11,2024-06-25,102.69,"0,71%",0.73
3113,ALZR11,2024-05-24,104.61,"0,70%",0.73
3114,ALZR11,2024-04-25,108.05,"0,71%",0.77
3115,ALZR11,2024-03-25,109.32,"0,73%",0.8
3116,ALZR11,2024-02-23,109.66,"0,73%",0.8
3117,ALZR11,2024-01-25,110.33,"0,72%",0.8
3118,ALZR11,2023-12-22,108.67,"0,76%",0.83
3119,ALZR11,2023-11-24,106.18,"0,78%",0.83
3120,ALZR11,2023-10-25,106.88,"0,77%",0.83
3121,ALZR11,2023-09-25,107.94,"0,76%",0.83
3122,ALZR11,2023-08-25,107.79,"0,77%",0.83
3123,ALZR11,2023-07-25,109.03,"0,76%",0.83
3124,ALZR11,2023-06-23,106.0,"0,77%",0.82
3125,ALZR11,2023-05-25,104.05,"0,78%",0.82
3126,ALZR11,2023-04-25,105.35,"0,77%",0.82
3127,ALZR11,2023-03-24,105.17,"0,78%",0.82
3128,ALZR11,2023-02-24,102.82,"0,78%",0.81
3129,ALZR11,2023-01-25,105.62,"0,74%",0.78
3130,ALZR11,2022-12-23,101.82,"0,71%",0.73
3131,ALZR11,2022-11-25,106.7,"0,73%",0.78
3132,ALZR11,2022-10-25,109.94,"0,72%",0.8
3133,ALZR11,2022-09-23,110.26,"5,12%",5.65
3134,ALZR11,2022-08-25,108.43,"0,72%",0.78
3135,ALZR11,2022-07-25,104.95,"0,75%",0.78
3136,ALZR11,2022-06-24,106.91,"0,73%",0.78
3137,ALZR11,2022-05-25,107.7,"0,72%",0.78
3138,ALZR11,2022-04-25,106.93,"0,72%",0.77
3139,ALZR11,2022-03-25,101.97,"0,75%",0.76
3140,ALZR11,2022-02-25,107.79,"0,67%",0.73
3141,ALZR11,2022-01-25,105.99,"0,71%",0.75
3142,ALZR11,2021-12-23,101.77,"0,64%",0.65
3143,ALZR11,2021-11-25,97.97,"0,65%",0.64
3144,ALZR11,2021-10-25,107.62,"0,58%",0.62
3145,ALZR11,2021-09-24,107.38,"0,63%",0.67
3146,ALZR11,2021-08-25,107.21,"0,67%",0.72
3147,ALZR11,2021-07-23,117.11,"0,53%",0.62
3148,ALZR11,2021-06-25,110.82,"0,61%",0.67
3149,ALZR11,2021-05-25,116.91,"0,58%",0.68
3150,ALZR11,2021-04-23,120.58,"0,50%",0.61
3151,ALZR11,2021-03-25,115.24,"0,51%",0.59
3152,ALZR11,2021-02-25,121.27,"0,41%",0.49
3153,ALZR11,2021-01-22,117.75,"0,33%",0.39
3154,ALZR11,2020-12-23,113.95,"0,33%",0.38
3155,ALZR11,2020-11-25,118.58,"0,31%",0.37
3156,ALZR11,2020-10-23,124.65,"0,29%",0.36
3157,ALZR11,2020-09-25,128.21,"0,45%",0.57
3158,ALZR11,2020-08-25,118.75,"0,50%",0.59
3159,ALZR11,2020-07-24,114.87,"0,54%",0.62
3160,ALZR11,2020-06-25,123.77,"0,48%",0.6
3161,ALZR11,2020-05-25,98.77,"0,60%",0.6
3162,ALZR11,2020-04-24,106.24,"0,55%",0.59
3189,RECR11,2025-03-18,75.69,"1,25%",0.95
3190,RECR11,2025-02-14,71.67,"1,43%",1.03
3191,RECR11,2025-01-15,72.93,"1,42%",1.04
3192,RECR11,2024-12-13,69.45,"1,38%",0.96
3193,RECR11,2024-11-14,75.2,"1,44%",1.08
3194,RECR11,2024-10-14,75.21,"0,95%",0.71
3195,RECR11,2024-09-13,79.16,"0,95%",0.75
3196,RECR11,2024-08-14,78.45,"1,08%",0.85
3197,RECR11,2024-07-12,78.58,"1,03%",0.81
3198,RECR11,2024-06-14,79.77,"0,95%",0.76
3199,RECR11,2024-05-15,81.55,"1,58%",1.29
3200,RECR11,2024-04-12,82.01,"1,15%",0.94
3201,RECR11,2024-03-14,79.32,"1,11%",0.88
3202,RECR11,2024-02-16,78.11,"1,04%",0.81
3203,RECR11,2024-01-15,80.18,"0,95%",0.76
3204,RECR11,2023-12-14,77.29,"1,00%",0.78
3205,RECR11,2023-11-16,78.58,"0,99%",0.78
3206,RECR11,2023-10-16,79.18,"0,95%",0.75
3207,RECR11,2023-09-15,81.63,"0,73%",0.6
3208,RECR11,2023-08-14,80.64,"0,88%",0.71
3209,RECR11,2023-07-14,83.88,"1,08%",0.91
3210,RECR11,2023-06-15,78.46,"1,56%",1.23
3211,RECR11,2023-05-15,76.34,"1,32%",1.01
3212,RECR11,2023-04-17,71.2,"1,76%",1.26
3213,RECR11,2023-03-14,76.29,"1,19%",0.91
3214,RECR11,2023-02-14,79.74,"1,24%",0.99
3215,RECR11,2023-01-13,81.12,"1,14%",0.92
3216,RECR11,2022-12-14,79.3,"0,93%",0.74
3217,RECR11,2022-11-16,82.25,"0,54%",0.44
3218,RECR11,2022-10-17,82.5,"0,73%",0.6
3219,RECR11,2022-09-15,85.69,"0,93%",0.8
3220,RECR11,2022-08-12,88.01,"1,16%",1.02
3221,RECR11,2022-07-14,91.42,"1,26%",1.15
3222,RECR11,2022-06-14,92.97,"1,85%",1.72
3223,RECR11,2022-05-13,91.18,"1,65%",1.5
3224,RECR11,2022-04-14,92.87,"1,47%",1.37
3225,RECR11,2022-03-15,91.47,"1,31%",1.2
3226,RECR11,2022-02-14,93.7,"1,12%",1.05
3227,RECR11,2022-01-14,92.04,"1,58%",1.46
3228,RECR11,2021-12-14,89.51,"1,32%",1.18
3229,RECR11,2021-11-16,91.75,"1,18%",1.08
3230,RECR11,2021-10-15,92.7,"1,17%",1.09
3231,RECR11,2021-09-15,96.31,"1,14%",1.1
3232,RECR11,2021-08-13,96.85,"1,14%",1.1
3233,RECR11,2021-07-15,94.7,"1,27%",1.2
3234,RECR11,2021-06-15,94.53,"1,27%",1.2
3235,RECR11,2021-05-14,99.83,"1,10%",1.1
3236,RECR11,2021-04-15,99.0,"1,01%",1.0
3237,RECR11,2021-03-12,104.84,"0,95%",1.0
3238,RECR11,2021-02-12,101.66,"1,40%",1.42
3239,RECR11,2021-01-15,104.03,"1,60%",1.67
3240,RECR11,2020-12-14,98.44,"1,33%",1.31
3241,RECR11,2020-11-16,94.7,"1,38%",1.31
3242,RECR11,2020-10-15,89.12,"1,47%",1.31
3243,RECR11,2020-09-15,94.88,"0,95%",0.9
3244,RECR11,2020-08-14,100.2,"0,70%",0.7
3245,RECR11,2020-07-14,101.6,"0,69%",0.7
3246,RECR11,2020-06-15,100.7,"0,70%",0.7
3247,RECR11,2020-05-15,91.4,"0,77%",0.7
3248,RECR11,2020-04-15,87.6,"0,80%",0.7
3277,VISC11,2025-03-18,99.29,"0,81%",0.8
3278,VISC11,2025-02-14,95.98,"0,83%",0.8
3279,VISC11,2025-01-15,96.26,"0,83%",0.8
3280,VISC11,2024-12-13,94.48,"0,85%",0.8
3281,VISC11,2024-11-14,102.17,"0,78%",0.8
3282,VISC11,2024-10-14,104.95,"0,76%",0.8
3283,VISC11,2024-09-13,108.07,"0,77%",0.83
3284,VISC11,2024-08-14,107.39,"0,79%",0.85
3285,VISC11,2024-07-12,109.86,"0,77%",0.85
3286,VISC11,2024-06-14,115.13,"0,87%",1.0
3287,VISC11,2024-05-15,113.58,"0,88%",1.0
3288,VISC11,2024-04-12,115.77,"0,86%",1.0
3289,VISC11,2024-03-14,114.2,"0,88%",1.0
3290,VISC11,2024-02-16,114.43,"0,87%",1.0
3291,VISC11,2024-01-12,116.92,"0,86%",1.0
3292,VISC11,2023-12-14,112.31,"0,89%",1.0
3293,VISC11,2023-11-16,110.61,"0,90%",1.0
3294,VISC11,2023-10-16,112.13,"0,82%",0.92
3295,VISC11,2023-09-15,114.02,"0,81%",0.92
3296,VISC11,2023-08-14,112.93,"0,75%",0.85
3297,VISC11,2023-07-14,113.03,"0,75%",0.85
3298,VISC11,2023-06-15,111.42,"0,74%",0.82
3299,VISC11,2023-05-15,101.82,"0,81%",0.82
3300,VISC11,2023-04-17,96.26,"0,85%",0.82
3301,VISC11,2023-03-14,97.4,"0,82%",0.8
3302,VISC11,2023-02-14,100.89,"0,81%",0.82
3303,VISC11,2023-01-13,100.3,"0,85%",0.85
3304,VISC11,2022-12-14,99.02,"0,77%",0.76
3305,VISC11,2022-11-16,106.84,"0,70%",0.75
3306,VISC11,2022-10-17,105.28,"0,70%",0.74
3307,VISC11,2022-09-15,106.19,"0,68%",0.72
3308,VISC11,2022-08-12,95.73,"0,74%",0.71
3309,VISC11,2022-07-14,95.37,"0,73%",0.7
3310,VISC11,2022-06-14,95.84,"0,73%",0.7
3311,VISC11,2022-05-13,97.26,"0,72%",0.7
3312,VISC11,2022-04-14,94.31,"0,72%",0.68
3313,VISC11,2022-03-15,97.06,"0,70%",0.68
3314,VISC11,2022-02-14,95.65,"0,71%",0.68
3315,VISC11,2022-01-14,97.71,"0,83%",0.81
3316,VISC11,2021-12-14,90.18,"0,68%",0.61
3317,VISC11,2021-11-16,94.51,"0,66%",0.62
3318,VISC11,2021-10-15,96.88,"0,60%",0.58
3319,VISC11,2021-09-15,96.31,"0,57%",0.55
3320,VISC11,2021-08-13,105.57,"0,47%",0.5
3321,VISC11,2021-07-15,101.03,"0,42%",0.42
3322,VISC11,2021-06-15,103.02,"0,34%",0.35
3323,VISC11,2021-05-14,105.74,"0,24%",0.25
3324,VISC11,2021-04-15,104.18,"0,17%",0.18
3325,VISC11,2021-03-12,108.11,"0,51%",0.55
3326,VISC11,2021-02-12,110.29,"0,54%",0.6
3327,VISC11,2021-01-15,109.28,"0,50%",0.55
3328,VISC11,2020-12-14,108.16,"0,42%",0.45
3329,VISC11,2020-11-16,103.68,"0,36%",0.38
3330,VISC11,2020-10-15,103.53,"0,19%",0.2
3331,VISC11,2020-09-15,102.93,"0,15%",0.15
3332,VISC11,2020-08-14,97.41,"0,18%",0.18
3333,VISC11,2020-07-14,97.59,"0,19%",0.19
3334,VISC11,2020-06-15,94.04,"0,24%",0.23
3335,VISC11,2020-05-15,92.68,"0,29%",0.27
3336,VISC11,2020-04-14,92.72,"0,32%",0.3
3365,RBRY11,2025-03-20,89.85,"1,17%",1.05
3366,RBRY11,2025-02-18,82.82,"1,27%",1.05
3367,RBRY11,2025-01-17,84.42,"1,15%",0.97
3368,RBRY11,2024-12-17,77.26,"1,23%",0.95
3369,RBRY11,2024-11-19,89.59,"1,00%",0.9
3370,RBRY11,2024-10-16,90.44,"1,00%",0.9
3371,RBRY11,2024-09-17,90.58,"1,05%",0.95
3372,RBRY11,2024-08-16,89.29,"1,12%",1.0
3373,RBRY11,2024-07-16,89.49,"1,12%",1.0
3374,RBRY11,2024-06-18,88.65,"1,07%",0.95
